,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
787,1336948087059845120,1336947477455450112,1.60759E+12,2020-12-10 09:17:17,+0100,,"#ForumZéroCarbone – Le débat commence sur : "" L’urgence de l’action et les #villes comme solutions » avec @OWigniolle, @cestrosi, @Johanna_Rolland @egregoire @jlmoudenc @ar_leroy  https://t.co/dp0thNyCak",fr,"['forumzérocarbone', 'villes']",[],196587011,196587011,Icade_Officiel,Icade,4,09,https://twitter.com/Icade_Officiel/status/1336948087059845120,[],['https://pbs.twimg.com/media/Eo3LGVZWEAMmgrp.jpg'],1,https://pbs.twimg.com/media/Eo3LGVZWEAMmgrp.jpg,FALSE,0,0,1,,ForumZeroCarbone,,,,,,,[],,,,
788,1336947951663452162,1336947951663452162,1.60759E+12,2020-12-10 09:16:45,+0100,,?? @cestrosi : « La #TransitionEcologique s’appréhende dans une réflexion globale et des leviers qui sont spécifiques à chaque territoire pour un résultat efficace et concret. Les villes ont l’ingénierie et en sont les principales actrices. » #ForumZeroCarbone #collterr  https://t.co/gBN5pGfGdK,fr,"['transitionecologique', 'forumzerocarbone', 'collterr']",[],249606051,249606051,France_urbaine,France urbaine,4,09,https://twitter.com/France_urbaine/status/1336947951663452162,[],['https://pbs.twimg.com/media/Eo3LEl4XUAEM6Iw.jpg'],1,https://pbs.twimg.com/media/Eo3LEl4XUAEM6Iw.jpg,FALSE,4,0,3,,ForumZeroCarbone,,,,,,,[],,,,
789,1336947776786227210,1336947477455450112,1.60759E+12,2020-12-10 09:16:03,+0100,,"#ForumZéroCarbone @OWigniolle #Icade interviendra ce matin de 9h30 à 10h00 sur : "" L’urgence de l’action et les #villes comme solutions"" Emmanuel Desmaizières participera au débat : « #Logements, #bureaux : l’#immobilier à l’ère du télétravail et des tiers-lieux » de 11h15 à 12h  https://t.co/2y1AwKc0mQ",fr,"['forumzérocarbone', 'icade', 'villes', 'logements', 'bureaux', 'immobilier']",[],196587011,196587011,Icade_Officiel,Icade,4,09,https://twitter.com/Icade_Officiel/status/1336947776786227210,[],['https://pbs.twimg.com/media/Eo3Ky_pW4AIaPJ7.jpg'],1,https://pbs.twimg.com/media/Eo3Ky_pW4AIaPJ7.jpg,FALSE,2,2,1,,ForumZeroCarbone,,,,,,,[],,,,
790,1336947715046060035,1336933995192274944,1.60759E+12,2020-12-10 09:15:49,+0100,,"""Je veux bien que l'on dise qu'il faut construire, reconstruire, mais chaque pan de nature de la métropole ne doit plus être touché. Cela coûte plus cher de reconstruire de la nature que de préserver celle qui existe.""  @LudovicToro ; @GrandParisMGP   #ForumZeroCarbone  https://t.co/57vbuuLDbi",fr,['forumzerocarbone'],[],278011715,278011715,LaTribuneEvents,La Tribune Events ??,4,09,https://twitter.com/LaTribuneEvents/status/1336947715046060035,[],['https://pbs.twimg.com/media/Eo3KdTlXcAE5x0o.jpg'],1,https://pbs.twimg.com/media/Eo3KdTlXcAE5x0o.jpg,FALSE,0,0,0,,ForumZeroCarbone,,,,,,,[],,,,
791,1336947477455450112,1336947477455450112,1.60759E+12,2020-12-10 09:14:52,+0100,,"#ForumZéroCarbone c’est maintenant ! Organisé par @Paris et @LaTribune pour célébrer le 5e anniversaire de l’#AccordDeParis, en présence de #métropoles françaises, européennes, internationales, entreprises et financeurs &gt;Inscriptions :   https://t.co/TrtUOJxWJb",fr,"['forumzérocarbone', 'accorddeparis', 'métropoles']",[],196587011,196587011,Icade_Officiel,Icade,4,09,https://twitter.com/Icade_Officiel/status/1336947477455450112,['https://live.eventtia.com/fr/forumzerocarbone'],[],0,,FALSE,5,1,2,,ForumZeroCarbone,,,,,,,[],,,,
792,1336947394009829377,1336944979336368130,1.60759E+12,2020-12-10 09:14:32,+0100,,"« On a besoin d’une radicalité plus forte dans notre mode de pensée. On a besoin d’imagination. On a besoin de poser une nouvelle vision d’un monde sympa et enthousiasmant, un nouveau récit qui nous permettrait d’embarquer tout le monde » @Celia_Blauel #ForumZeroCarbone",fr,['forumzerocarbone'],[],384343096,384343096,JDaumard,Jérémy Daumard,4,09,https://twitter.com/JDaumard/status/1336947394009829377,[],[],0,,FALSE,1,0,0,,ForumZeroCarbone,,,,,,,[],,,,
793,1336947354520449024,1336947354520449024,1.60759E+12,2020-12-10 09:14:23,+0100,,"A #Paris, Hôtel de ville, le #ForumZeroCarbone : deux jours pour réfléchir et agir pour nos villes dans la France et dans le monde pour le 5e anniversaire de la #COP21. Très heureux de participer à l'ouverture avec @Johanna_Rolland @egregoire Bravo @jc_tortora et @LaTribune  https://t.co/9sVaU3k3Ue",fr,"['paris', 'forumzerocarbone', 'cop21']",[],549220611,549220611,CarlosMorenoFr,Carlos MORENO,4,09,https://twitter.com/CarlosMorenoFr/status/1336947354520449024,[],"['https://pbs.twimg.com/media/Eo3Kfz0XcAAkNVj.jpg', 'https://pbs.twimg.com/media/Eo3KgyKWEAAi_Pq.jpg', 'https://pbs.twimg.com/media/Eo3Kh59WEAEkQDu.jpg']",1,https://pbs.twimg.com/media/Eo3Kfz0XcAAkNVj.jpg,FALSE,27,0,8,,ForumZeroCarbone,,,,,,,[],,,,
794,1336947184844103681,1336939529803010050,1.60759E+12,2020-12-10 09:13:42,+0100,,"Je participe à la table-ronde « L’urgence de l’action et les villes comme solution » avec @Johanna_Rolland, @cestrosi, @jlmoudenc, @M_Laigneau et Philippe Wahl.  #ForumZeroCarbone   ???? Suivez le direct",fr,['forumzerocarbone'],[],18737885,18737885,egregoire,Emmanuel GREGOIRE,4,09,https://twitter.com/egregoire/status/1336947184844103681,[],[],0,,FALSE,9,1,5,https://twitter.com/latribuneevents/status/1336933995192274944,ForumZeroCarbone,,,,,,,[],,,,
795,1336947016065290243,1336933995192274944,1.60759E+12,2020-12-10 09:13:02,+0100,,"""Je crois que l'on doit être encore plus radical dans notre façon de regarder les choses et l'avenir écologique. Il faut plus nous ouvrir sur le monde de demain et déconstruire nos anciennes pensées.""  @Celia_Blauel ; @Paris   #ForumZeroCarbone  https://t.co/78GDdM68zO",fr,['forumzerocarbone'],[],278011715,278011715,LaTribuneEvents,La Tribune Events ??,4,09,https://twitter.com/LaTribuneEvents/status/1336947016065290243,[],['https://pbs.twimg.com/media/Eo3Jv3QXEAAQ9As.jpg'],1,https://pbs.twimg.com/media/Eo3Jv3QXEAAQ9As.jpg,FALSE,2,0,3,,ForumZeroCarbone,,,,,,,[],,,,
796,1336946973497298944,1336933995192274944,1.60759E+12,2020-12-10 09:12:52,+0100,,"?? #ForumZeroCarbone - "" Aujourd'hui on a presque atteint 25% et on attendra en 2025 33% d'énergie produite dans la @VilledeNice par nos seules ressources (l'hydroélectrique, le solaire, la filière bois...) "" @cestrosi  https://t.co/9CWquFRA4z",fr,['forumzerocarbone'],[],278011715,278011715,LaTribuneEvents,La Tribune Events ??,4,09,https://twitter.com/LaTribuneEvents/status/1336946973497298944,[],['https://pbs.twimg.com/media/Eo3JtQnXcAEIDLE.jpg'],1,https://pbs.twimg.com/media/Eo3JtQnXcAEIDLE.jpg,FALSE,1,0,6,,ForumZeroCarbone,,,,,,,[],,,,
797,1336946965884637184,1336946965884637184,1.60759E+12,2020-12-10 09:12:50,+0100,,"#ForumZeroCarbone : Pierre-YvesDulac, Délégué IDF d'@ENGIEgroup, dialogue avec @Celia_Blauel de la nécessité de bâtir des villes durables face au dérèglement climatique : sobriété, réseaux chaleur et froid résilients, îlots de fraîcheur, qualité de l'air. #auCoeurdesTerritoires  https://t.co/t34LwXtxgn",fr,"['forumzerocarbone', 'aucoeurdesterritoires']",[],8.90138E+17,890137990181343232,PierreMoninIDF,Pierre MONIN,4,09,https://twitter.com/PierreMoninIDF/status/1336946965884637184,[],['https://pbs.twimg.com/media/Eo3KLBsXYAE0Bxi.jpg'],1,https://pbs.twimg.com/media/Eo3KLBsXYAE0Bxi.jpg,FALSE,9,0,4,,ForumZeroCarbone,,,,,,,[],,,,
798,1336946483468382210,1336946483468382210,1.60759E+12,2020-12-10 09:10:55,+0100,,"???? À l'occasion des 5 ans de la signature de l’Accord de Paris, la Ville de @Paris organise, avec la @LaTribune @LaTribuneEvents, le #ForumZeroCarbone, dont  @FinforTomorrow a le plaisir d’être partenaire ! Suivez le direct ??  https://t.co/2NSRKSioEO #FinanceDurable  https://t.co/gWqeFrwtaT",fr,"['forumzerocarbone', 'financedurable']",[],8.6261E+17,862609996646932480,FinforTomorrow,Finance for Tomorrow,4,09,https://twitter.com/FinforTomorrow/status/1336946483468382210,['https://0carbone.fr/forum-zero-carbone/#endirect'],['https://pbs.twimg.com/media/Eo3JneuXUAA0TEk.jpg'],1,https://pbs.twimg.com/media/Eo3JneuXUAA0TEk.jpg,FALSE,0,0,0,,ForumZeroCarbone,,,,,,,[],,,,
799,1336946446080348160,1336946446080348160,1.60759E+12,2020-12-10 09:10:46,+0100,,????  Aujourd’hui à 14h00 se tiendra le #ForumZeroCarbone   ?? @QBarenne participera en compagnie de @AgentNum et @SylvRolland à la table ronde : Intelligence artificielle : comment construire une ville durable grâce à la data ?   ?? En live sur  https://t.co/BWRuf8vZ1B,fr,['forumzerocarbone'],[],9.68872E+17,968872212580261888,WinticsAI,Wintics,4,09,https://twitter.com/WinticsAI/status/1336946446080348160,['http://Latribune.fr'],[],0,,FALSE,5,0,0,https://twitter.com/LaTribuneEvents/status/1336728512267493376,ForumZeroCarbone,,,,,,,[],,,,
