,Unnamed: 0,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,Parents,Enfants
267,267,1.33734E+18,1.3373E+18,1.60768E+12,2020-12-11 11:02:16,100,,"@LaTribune @lamia_k_c @AndyBurnhamGM @brunocovas @Celia_Blauel @ManCityFra @ManCity ?? #ForumZeroCarbone - ""The only thing certain is that these extreme elements will continue. There is cause for concern and resilience is needed now more than ever. It is not a question of locking oneself into protectionism but of knowing how to confront change."" @AndyBurnhamGM  https://t.co/hAduq0LM2f",en,['forumzerocarbone'],[],278011715,278011715,LaTribuneEvents,La Tribune Events ??,5,11,https://twitter.com/LaTribuneEvents/status/1337336893193789441,[],['https://pbs.twimg.com/media/Eo8svMjXMAELQHu.jpg'],1,https://pbs.twimg.com/media/Eo8svMjXMAELQHu.jpg,FALSE,0,0,0,,ForumZeroCarbone,,,,,,,"[{'screen_name': 'LaTribune', 'name': 'La Tribune', 'id': '137253079'}, {'screen_name': 'lamia_k_c', 'name': 'Lamia Kamal-Chaoui', 'id': '844587569048367104'}, {'screen_name': 'AndyBurnhamGM', 'name': 'Andy Burnham', 'id': '143779403'}, {'screen_name': 'brunocovas', 'name': 'Bruno Covas', 'id': '18048666'}, {'screen_name': 'Celia_Blauel', 'name': 'Célia Blauel', 'id': '484013613'}, {'screen_name': 'ManCityFra', 'name': 'Manchester City', 'id': '1577589638'}, {'screen_name': 'ManCity', 'name': 'Manchester City', 'id': '14573900'}]",,,,,0,[]
268,268,1.33734E+18,1.33734E+18,1.60768E+12,2020-12-11 11:02:11,100,,Plaisir de retrouver @AudreyPulvar pour cette 2eme journée du #ForumZeroCarbone @Paris @LaTribune @Anne_Hidalgo  https://t.co/EwsjatvPKm,fr,['forumzerocarbone'],[],1.20049E+18,1.20049E+18,ANgatcha9,Arnaud Ngatcha,5,11,https://twitter.com/ANgatcha9/status/1337336871953772544,[],['https://pbs.twimg.com/media/Eo8sxw6W8AAQzZ5.jpg'],1,https://pbs.twimg.com/media/Eo8sxw6W8AAQzZ5.jpg,FALSE,18,0,1,,ForumZeroCarbone,,,,,,,[],,,,,0,[]
269,269,1.33734E+18,1.33733E+18,1.60768E+12,2020-12-11 11:01:39,100,,"@Paris @Anne_Hidalgo @UK100_ ??? ""Resilience doesnt come from being defensive, protective, conservative.  ""Resilience comes from being open to change, and Manchester, the original modern city, the home of the industrial revolution, has always shown a willingness to change.""  ?? #ForumZeroCarbone",en,['forumzerocarbone'],[],3334855288,3334855288,MayorofGM,Mayor Andy Burnham,5,11,https://twitter.com/MayorofGM/status/1337336738658840578,[],[],0,,FALSE,10,2,2,,ForumZeroCarbone,,,,,,,"[{'screen_name': 'Paris', 'name': 'Paris', 'id': '71016845'}, {'screen_name': 'Anne_Hidalgo', 'name': 'Anne Hidalgo', 'id': '26073581'}, {'screen_name': 'UK100_', 'name': 'UK100', 'id': '4171408714'}]",,,,,0,"[1337357504431480835, 1337353878526963712]"
270,270,1.33734E+18,1.33733E+18,1.60768E+12,2020-12-11 10:59:29,100,,"@Paris @Anne_Hidalgo @UK100_ ??? Were building now to #COP26 in Glasgow says Andy, and I think that will be a really important staging post for us all to show how cities can drive the change to a zero carbon planet.  ?? #ForumZeroCarbone",en,"['cop26', 'forumzerocarbone']",[],3334855288,3334855288,MayorofGM,Mayor Andy Burnham,5,10,https://twitter.com/MayorofGM/status/1337336194615685123,[],[],0,,FALSE,2,1,0,,ForumZeroCarbone,,,,,,,"[{'screen_name': 'Paris', 'name': 'Paris', 'id': '71016845'}, {'screen_name': 'Anne_Hidalgo', 'name': 'Anne Hidalgo', 'id': '26073581'}, {'screen_name': 'UK100_', 'name': 'UK100', 'id': '4171408714'}]",,,,,0,[]
271,271,1.33734E+18,1.3373E+18,1.60768E+12,2020-12-11 10:58:42,100,,"@LaTribune @lamia_k_c @AndyBurnhamGM @brunocovas @Celia_Blauel ?? #ForumZeroCarbone - "" La résilience plus que jamais est à l'ordre du jour. Il ne s'agit pas de se replier sur le protectionnisme ou la défense, mais il faut être ouvert au changement. "" @AndyBurnhamGM  https://t.co/g0mfZk02HP",fr,['forumzerocarbone'],[],278011715,278011715,LaTribuneEvents,La Tribune Events ??,5,10,https://twitter.com/LaTribuneEvents/status/1337335994031468544,[],['https://pbs.twimg.com/media/Eo8rsuvWEAEM5op.jpg'],1,https://pbs.twimg.com/media/Eo8rsuvWEAEM5op.jpg,FALSE,0,1,0,,ForumZeroCarbone,,,,,,,"[{'screen_name': 'LaTribune', 'name': 'La Tribune', 'id': '137253079'}, {'screen_name': 'lamia_k_c', 'name': 'Lamia Kamal-Chaoui', 'id': '844587569048367104'}, {'screen_name': 'AndyBurnhamGM', 'name': 'Andy Burnham', 'id': '143779403'}, {'screen_name': 'brunocovas', 'name': 'Bruno Covas', 'id': '18048666'}, {'screen_name': 'Celia_Blauel', 'name': 'Célia Blauel', 'id': '484013613'}]",,,,,0,[]
272,272,1.33734E+18,1.3373E+18,1.60768E+12,2020-12-11 10:57:13,100,,"@LaTribune @lamia_k_c @AndyBurnhamGM @brunocovas @Celia_Blauel #ForumZeroCarbone ""Ce sont bien les villes qui ont pour objectif d'engager le changement de la transition écologique."" Andy BURNHAM - Maire du Grand-Manchester  https://t.co/Dt8fw6G7SM",fr,['forumzerocarbone'],[],278011715,278011715,LaTribuneEvents,La Tribune Events ??,5,10,https://twitter.com/LaTribuneEvents/status/1337335622298689536,[],['https://pbs.twimg.com/media/Eo8rbLIXMAYwSAg.png'],1,https://pbs.twimg.com/media/Eo8rbLIXMAYwSAg.png,FALSE,0,2,0,,ForumZeroCarbone,,,,,,,"[{'screen_name': 'LaTribune', 'name': 'La Tribune', 'id': '137253079'}, {'screen_name': 'lamia_k_c', 'name': 'Lamia Kamal-Chaoui', 'id': '844587569048367104'}, {'screen_name': 'AndyBurnhamGM', 'name': 'Andy Burnham', 'id': '143779403'}, {'screen_name': 'brunocovas', 'name': 'Bruno Covas', 'id': '18048666'}, {'screen_name': 'Celia_Blauel', 'name': 'Célia Blauel', 'id': '484013613'}]",,,,,0,[]
273,273,1.33733E+18,1.3373E+18,1.60768E+12,2020-12-11 10:54:35,100,,"@LaTribune ?? #ForumZeroCarbone - C'est le début de la Session 2 sur les accélérateurs de solutions urbaines ! En 1ère partie : @lamia_k_c, @AndyBurnhamGM, @brunocovas, Giuseppe SALA et Manuel ARAUJO parleront des villes à lépreuve des crises.  https://t.co/6kihm6DeAb",fr,['forumzerocarbone'],[],278011715,278011715,LaTribuneEvents,La Tribune Events ??,5,10,https://twitter.com/LaTribuneEvents/status/1337334959841959936,[],['https://pbs.twimg.com/media/Eo8rASeXEAAgqL-.png'],1,https://pbs.twimg.com/media/Eo8rASeXEAAgqL-.png,FALSE,0,2,0,,ForumZeroCarbone,,,,,,,"[{'screen_name': 'LaTribune', 'name': 'La Tribune', 'id': '137253079'}]",,,,,0,[]
274,274,1.33733E+18,1.3373E+18,1.60768E+12,2020-12-11 10:51:13,100,,"@LaTribune @frebsamen @AIMFrancophones @JouzelJean #ForumZeroCarbone ""Dans les grandes villes c'est important de s'appuyer sur les scientifiques. Il faut une nécessité d'évaluation de ce qui se passe. Il peut y avoir une aide considérable de la part de la communauté scientifique. "" @JouzelJean  https://t.co/wupTu4Wyzw",fr,['forumzerocarbone'],[],278011715,278011715,LaTribuneEvents,La Tribune Events ??,5,10,https://twitter.com/LaTribuneEvents/status/1337334112798056449,[],['https://pbs.twimg.com/media/Eo8qRx3WMAE1Rfb.png'],1,https://pbs.twimg.com/media/Eo8qRx3WMAE1Rfb.png,FALSE,1,0,1,,ForumZeroCarbone,,,,,,,"[{'screen_name': 'LaTribune', 'name': 'La Tribune', 'id': '137253079'}, {'screen_name': 'frebsamen', 'name': 'François Rebsamen', 'id': '72276456'}, {'screen_name': 'AIMFrancophones', 'name': 'AIMF', 'id': '102629282'}, {'screen_name': 'JouzelJean', 'name': 'Jean Jouzel', 'id': '1221128232344477697'}]",,,,,0,[1337334420051779584]
275,275,1.33733E+18,1.3373E+18,1.60768E+12,2020-12-11 10:49:06,100,,"@LaTribune @frebsamen @AIMFrancophones #ForumZeroCarbone : ""au vu des changements climatiques, la communauté scientifique l'avait prédit il y a 30 ans, ce que nous disions dans les années 80 s'est réalisé. Il faut prendre au sérieux ce que nous disons.""   @JouzelJean  https://t.co/tyOM0dj1J5",fr,['forumzerocarbone'],[],278011715,278011715,LaTribuneEvents,La Tribune Events ??,5,10,https://twitter.com/LaTribuneEvents/status/1337333580624695298,[],['https://pbs.twimg.com/media/Eo8pboiXcAEx6eA.png'],1,https://pbs.twimg.com/media/Eo8pboiXcAEx6eA.png,FALSE,0,1,0,,ForumZeroCarbone,,,,,,,"[{'screen_name': 'LaTribune', 'name': 'La Tribune', 'id': '137253079'}, {'screen_name': 'frebsamen', 'name': 'François Rebsamen', 'id': '72276456'}, {'screen_name': 'AIMFrancophones', 'name': 'AIMF', 'id': '102629282'}]",,,,,0,[]
276,276,1.33733E+18,1.33733E+18,1.60768E+12,2020-12-11 10:45:31,100,,@Paris @Anne_Hidalgo @UK100_ ?? Watch the #ForumZeroCarbone livestream:  English:  https://t.co/hjkx2jJCgm  French:  https://t.co/TLbLiWx3pB,en,['forumzerocarbone'],[],3334855288,3334855288,MayorofGM,Mayor Andy Burnham,5,10,https://twitter.com/MayorofGM/status/1337332676332806144,"['https://youtu.be/e8pf8HSejJw', 'https://youtu.be/1ZV5xSMpuOk']",[],0,,FALSE,1,1,0,,ForumZeroCarbone,,,,,,,"[{'screen_name': 'Paris', 'name': 'Paris', 'id': '71016845'}, {'screen_name': 'Anne_Hidalgo', 'name': 'Anne Hidalgo', 'id': '26073581'}, {'screen_name': 'UK100_', 'name': 'UK100', 'id': '4171408714'}]",,,,,0,[]
277,277,1.33733E+18,1.33733E+18,1.60768E+12,2020-12-11 10:43:10,100,,"A 14h, dans le cadre du #ForumZeroCarbone organisé par @Paris et @LaTribune à l'occasion des 5 ans de l'#AccordDeParis, les #jeunes auront la parole pour la première table-ronde sur la gouvernance locale pour et avec les citoyen·nes. ??+ d'infos :  https://t.co/AmuVJKSpqu  https://t.co/CdlKBmqOXT",fr,"['forumzerocarbone', 'accorddeparis', 'jeunes']",[],964120482,964120482,Helenebidard,Hélène Bidard,5,10,https://twitter.com/Helenebidard/status/1337332088056541184,['https://0carbone.fr/forum-zero-carbone/'],['https://pbs.twimg.com/media/Eo8ji8hXcAEZYH3.jpg'],1,https://pbs.twimg.com/media/Eo8ji8hXcAEZYH3.jpg,FALSE,2,0,1,,ForumZeroCarbone,,,,,,,[],,,,,0,[1337338724523397125]
278,278,1.33733E+18,1.33733E+18,1.60768E+12,2020-12-11 10:43:06,100,,"#ForumZeroCarbone ??  ???@frebsamen, Mayor of @dijon &amp; President of @CitesUniesFR :  ""Action conducted locally but can be done collectively through nationally adopted frameworks. It has to start from the ground but only then will we have a global network"".  https://t.co/iZM8d885lc",en,['forumzerocarbone'],[],2151066475,2151066475,GlobalTaskforce,Global Taskforce,5,10,https://twitter.com/GlobalTaskforce/status/1337332069949726720,[],['https://pbs.twimg.com/media/Eo8oVkMWMAEln9e.jpg'],1,https://pbs.twimg.com/media/Eo8oVkMWMAEln9e.jpg,FALSE,1,0,2,,ForumZeroCarbone,,,,,,,[],,,,,0,"[1337333147994894336, 1337332411722571776]"
279,279,1.33733E+18,1.33733E+18,1.60768E+12,2020-12-11 10:42:50,100,,"?? @frebsamen : « Si l'ambition écologique est impulsée au niveau international, européen et national, c'est bien au niveau local que l'on fait bouger concrètement les choses : c'est notamment l'action menée par les grandes villes de France. »   #ForumZeroCarbone #CollTerr  https://t.co/G0SbKrIIpC",fr,"['forumzerocarbone', 'collterr']",[],249606051,249606051,France_urbaine,France urbaine,5,10,https://twitter.com/France_urbaine/status/1337332002262036480,[],['https://pbs.twimg.com/media/Eo8oCt6XEAIAXMt.jpg'],1,https://pbs.twimg.com/media/Eo8oCt6XEAIAXMt.jpg,FALSE,23,1,11,,ForumZeroCarbone,,,,,,,[],,,,,0,"[1337698338205028353, 1337472454239940616, 1337435323845013508, 1337432199369519107, 1337432190930522112, 1337432170877562885, 1337409315255316488, 1337391279521607680, 1337352252428840960, 1337335915757375488, 1337333797457719297]"
280,280,1.33733E+18,1.33733E+18,1.60768E+12,2020-12-11 10:41:56,100,,Suivez en direct la 2ème journée du #ForumZeroCarbone !,fr,['forumzerocarbone'],[],110713059,110713059,EcoCO2,Eco CO2,5,10,https://twitter.com/EcoCO2/status/1337331777380249600,[],[],0,,FALSE,1,0,0,https://twitter.com/Mayors4Climate/status/1337329665820794882,ForumZeroCarbone,,,,,,,[],,,,,0,[]
281,281,1.33733E+18,1.33733E+18,1.60768E+12,2020-12-11 10:39:50,100,,"#ForumZeroCarbone ??  ""All the members of the GTF have put their energy into the fray. We have a common vision, a common goal to achieve resilience for our planet. We are committed to a green future for our ??????"" Mohamed Boudra, Mayor of Al Hoceima and @UCLG_President.  https://t.co/z3VepEBag9",en,['forumzerocarbone'],[],2151066475,2151066475,GlobalTaskforce,Global Taskforce,5,10,https://twitter.com/GlobalTaskforce/status/1337331247828381696,[],"['https://pbs.twimg.com/media/Eo8nhm_W4AE6Hp-.png', 'https://pbs.twimg.com/media/Eo8nl6hW4AAefUI.jpg', 'https://pbs.twimg.com/media/Eo8nl6xXYAEsz_b.jpg']",1,https://pbs.twimg.com/media/Eo8nhm_W4AE6Hp-.png,FALSE,4,0,4,,ForumZeroCarbone,,,,,,,[],,,,,0,"[1337361034210926597, 1337332766736850945, 1337332387408195584, 1337331332192538624]"
282,282,1.33733E+18,1.33733E+18,1.60768E+12,2020-12-11 10:37:32,100,,"Mayor Boudra, President @uclg Local ambitious action/solidarity will help in our advocacy towards COP26.Need to reinforce LRGs'powers/gouvernance/actions towards decarbonisation @CCRECEMR @Platforma4Dev #ForumZeroCarbone @fvccre @UCLGAfrica @Mayors4Climate  https://t.co/m4hQhFV1PE",en,['forumzerocarbone'],[],2512423920,2512423920,EvaBanos1,Eva Banos,5,10,https://twitter.com/EvaBanos1/status/1337330669018603521,[],['https://pbs.twimg.com/media/Eo8nJ90W4AEGtH6.jpg'],1,https://pbs.twimg.com/media/Eo8nJ90W4AEGtH6.jpg,FALSE,2,0,2,,ForumZeroCarbone,,,,,,,[],,,,,0,"[1337381777229422601, 1337360969924812800]"
283,283,1.33733E+18,1.33733E+18,1.60768E+12,2020-12-11 10:36:19,100,,"#ForumZeroCarbone ?? ???Mohamed Boudra, Mayor of Al Hoceima and @UCLG_President:  ?""We need to bolster our multilateral system and ensure LRGs play their role, and in solidarity, in favour of a future that is green, resilient and jus""  https://t.co/1LW1L29c65",en,['forumzerocarbone'],[],271365891,271365891,uclg_org,United Cities,5,10,https://twitter.com/uclg_org/status/1337330361064431616,[],"['https://pbs.twimg.com/media/Eo8mK91WMAEjpyR.png', 'https://pbs.twimg.com/media/Eo8mgpcXcAAJazs.jpg']",1,https://pbs.twimg.com/media/Eo8mK91WMAEjpyR.png,FALSE,2,0,4,,ForumZeroCarbone,,,,,,,[],,,,,0,"[1337393834867691521, 1337389808952414208, 1337334990707838976, 1337332771149242375]"
284,284,1.33733E+18,1.33733E+18,1.60768E+12,2020-12-11 10:34:57,100,,La #mobilité comme moteur de la #TransitionEnergétique des villes : rendez-vous cet après-midi à 15h30 lors du #ForumZeroCarbone de @LaTribune où j'interviens aux côtés de @srichard d'@Orange et @J_B_Levy d'@EDFofficiel  https://t.co/B107fP7brQ,fr,"['mobilité', 'transitionenergétique', 'forumzerocarbone']",[],3577482863,3577482863,MA_Debon,Marie-Ange Debon,5,10,https://twitter.com/MA_Debon/status/1337330020377899010,['https://0carbone.fr/forum-zero-carbone/#1606217950904-3e2a71a3-71e2'],[],0,,FALSE,8,0,2,https://twitter.com/LaTribuneEvents/status/1336315957132681221,ForumZeroCarbone,,,,,,,[],,,,,0,[1337448494240555009]
285,285,1.33733E+18,1.33733E+18,1.60768E+12,2020-12-11 10:33:34,100,,"#ForumZeroCarbone ??""Mayors need to address COVID pandemic through a global green deal. Not only addressing the climate emergency, but also tackling health issues and inequalities""?? Mr. Mark WATTS @MarkWatts40, Executive Director of @c40cities  https://t.co/e2zL97HVEd",en,['forumzerocarbone'],[],2151066475,2151066475,GlobalTaskforce,Global Taskforce,5,10,https://twitter.com/GlobalTaskforce/status/1337329668991619072,[],"['https://pbs.twimg.com/media/Eo8lBdAXYAQzc83.png', 'https://pbs.twimg.com/media/Eo8lBdYXYAA5HUn.png']",1,https://pbs.twimg.com/media/Eo8lBdAXYAQzc83.png,FALSE,8,0,6,,ForumZeroCarbone,,,,,,,[],,,,,0,"[1337349561703149569, 1337333103325552640, 1337332818708475906, 1337332713603346432, 1337332558628089856, 1337330548335915008]"
286,286,1.33733E+18,1.33733E+18,1.60768E+12,2020-12-11 10:33:33,100,,"??Live now! The 2nd day of The Paris Zero Carbon Forum, hosted by Mayor @Anne_Hidalgo @Paris, bringing together city stakeholders, committed to a common goal: initiate active measures to achieve carbon neutrality in 2050.  Follow Live?? https://t.co/mDIRcJzPlw #ForumZeroCarbone  https://t.co/u8pzqCGss1",en,['forumzerocarbone'],[],3294157876,3294157876,Mayors4Climate,Global Covenant,5,10,https://twitter.com/Mayors4Climate/status/1337329665820794882,['https://www.youtube.com/watch?v=e8pf8HSejJw&feature=youtu.be'],['https://pbs.twimg.com/media/Eo8kXJBXMAEsb1a.jpg'],1,https://pbs.twimg.com/media/Eo8kXJBXMAEsb1a.jpg,FALSE,2,0,4,,ForumZeroCarbone,,,,,,,[],,,,,0,"[1337360913251377152, 1337360166434508804, 1337333529798201344, 1337330683384107010]"
287,287,1.33733E+18,1.3373E+18,1.60768E+12,2020-12-11 10:29:50,100,,"@LaTribune @frebsamen ?? #ForumZeroCarbone - "" La @VilledeNice nous a assisté du point de vue technique, expertise et matériel. Il existe une grande coopération Intercités. "" Robert BEUGRÉ MAMBE, Gouverneur dAbidjan et Secrétaire Général de l@AIMFrancophones  https://t.co/sWIIBPRLLo",fr,['forumzerocarbone'],[],278011715,278011715,LaTribuneEvents,La Tribune Events ??,5,10,https://twitter.com/LaTribuneEvents/status/1337328730612633600,[],['https://pbs.twimg.com/media/Eo8kVKRWMAErmgQ.jpg'],1,https://pbs.twimg.com/media/Eo8kVKRWMAErmgQ.jpg,FALSE,1,0,1,,ForumZeroCarbone,,,,,,,"[{'screen_name': 'LaTribune', 'name': 'La Tribune', 'id': '137253079'}, {'screen_name': 'frebsamen', 'name': 'François Rebsamen', 'id': '72276456'}]",,,,,0,[1337329309728509952]
288,288,1.33733E+18,1.3373E+18,1.60768E+12,2020-12-11 10:28:47,100,,"@LaTribune @frebsamen #ForumZeroCarbone : ""La ville de Paris a été très engagée dans le C40 (Cities Climate Leadership Group) et elle a aidé Abidjan à y rentrer."" Robert BEUGRÉ MAMBE  @AIMFrancophones  https://t.co/swkUDr34Ii",fr,['forumzerocarbone'],[],278011715,278011715,LaTribuneEvents,La Tribune Events ??,5,10,https://twitter.com/LaTribuneEvents/status/1337328466161700865,[],['https://pbs.twimg.com/media/Eo8k-N-XUAE6aDl.jpg'],1,https://pbs.twimg.com/media/Eo8k-N-XUAE6aDl.jpg,FALSE,2,1,0,,ForumZeroCarbone,,,,,,,"[{'screen_name': 'LaTribune', 'name': 'La Tribune', 'id': '137253079'}, {'screen_name': 'frebsamen', 'name': 'François Rebsamen', 'id': '72276456'}]",,,,,0,[]
289,289,1.33733E+18,1.33733E+18,1.60768E+12,2020-12-11 10:27:09,100,,Angers Loire Métropole récompensée lors du Forum Zéro carbone   https://t.co/VpvUH1Yekh  #Angers #AngersLoireMétropole #ForumZéroCarbone  https://t.co/xXMxRr963o,fr,"['angers', 'angersloiremétropole', 'forumzérocarbone']",[],132524842,132524842,AngersVillactu,Angers Villactu,5,10,https://twitter.com/AngersVillactu/status/1337328056516685824,['https://www.angers.villactu.fr/angers-loire-metropole-recompensee-lors-du-forum-zero-carbone/'],['https://pbs.twimg.com/media/Eo8kx6AW4AA41qG.jpg'],1,https://pbs.twimg.com/media/Eo8kx6AW4AA41qG.jpg,FALSE,1,0,1,,ForumZeroCarbone,,,,,,,[],,,,,0,[1337328143275704321]
290,290,1.33733E+18,1.33733E+18,1.60768E+12,2020-12-11 10:26:54,100,,"#ForumZeroCarbone??  ""5 years ago the day when cities stood up &amp; took a role on climate action. It was a very important day because n governments started to fail &amp; cities stood up""  @FMedina_PCML Mayor of Lisbon @CamaraLisboa, UCLG Special envoy for local development  https://t.co/mXP1VLC0xg",en,['forumzerocarbone'],[],271365891,271365891,uclg_org,United Cities,5,10,https://twitter.com/uclg_org/status/1337327994772320257,[],"['https://pbs.twimg.com/media/Eo8jPJ6W8AI_cOy.png', 'https://pbs.twimg.com/media/Eo8jQJVXIAAQzzC.png']",1,https://pbs.twimg.com/media/Eo8jPJ6W8AI_cOy.png,FALSE,3,0,1,,ForumZeroCarbone,,,,,,,[],,,,,0,[1337328498428555266]
291,291,1.33733E+18,1.33733E+18,1.60768E+12,2020-12-11 10:24:22,100,,"Nous, élus locaux, sommes convaincus que cest par laction concrète à léchelle locale que lon peut agir et trouver les solutions pour contrer lélévation de température. Depuis 5 ans, les maires sont engagés et portent une parole véritablement volontariste. #ForumZeroCarbone  https://t.co/MKqLppkgM9",fr,['forumzerocarbone'],[],26073581,26073581,Anne_Hidalgo,Anne Hidalgo,5,10,https://twitter.com/Anne_Hidalgo/status/1337327356638334981,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1337327248462983169/pu/img/9fjw-tfO_xLA1G9Q.jpg,FALSE,149,24,63,,ForumZeroCarbone,,,,,,,[],,,,,0,"[1337670994522234880, 1337655892481880064, 1337472503686569985, 1337470272757243904, 1337461200129503233, 1337460343983902721, 1337454369890033667, 1337443529023434755, 1337443216770150422, 1337440405743431682, 1337428044047388674, 1337422519960276994, 1337421240886325248, 1337410396047745033, 1337402114218319878, 1337392021280088064, 1337391259586076678, 1337389837515698179, 1337378968824123394, 1337376683385622528, 1337376661600395265, 1337376536220020737, 1337370264347308034, 1337370125494870016, 1337358302204858369, 1337351851101089792, 1337349601779658755, 1337349504106962944, 1337349294593073167, 1337346750055583744, 1337345227930050560, 1337343605338345477, 1337343420591984647, 1337342330723053574, 1337342295704809474, 1337342234262441984, 1337342175835774977, 1337341540230893570, 1337339721165451264, 1337336532701765632, 1337335317758611456, 1337335080482557952, 1337335050552143872, 1337334775955279872, 1337334680182550530, 1337333943729786883, 1337333350630105088, 1337332715314704390, 1337332647819956225, 1337331107780579330, 1337330712421273600, 1337330216142835712, 1337329615602405376, 1337329488791621632, 1337329223107817475, 1337328918043496449, 1337328876591124482, 1337328356992421889, 1337327894725603328, 1337327531071066121, 1337327478772264961, 1337327450825617408]"
292,292,1.33733E+18,1.3373E+18,1.60768E+12,2020-12-11 10:24:15,100,,"@LaTribune ?? #ForumZeroCarbone - Deuxième partie de la table ronde sur l'action des villes 5 ans après la #COP21 aux côtés @frebsamen, Robert BEUGRÉ MAMBE, Mohamed BOUDRA et Eckart WÜRZNER.  https://t.co/VmHGXOQXg4",fr,"['forumzerocarbone', 'cop21']",[],278011715,278011715,LaTribuneEvents,La Tribune Events ??,5,10,https://twitter.com/LaTribuneEvents/status/1337327325969592320,[],['https://pbs.twimg.com/media/Eo8kF0CWEAAGfNk.jpg'],1,https://pbs.twimg.com/media/Eo8kF0CWEAAGfNk.jpg,FALSE,3,2,1,,ForumZeroCarbone,,,,,,,"[{'screen_name': 'LaTribune', 'name': 'La Tribune', 'id': '137253079'}]",,,,,0,[1337327393854394368]
293,293,1.33733E+18,1.3373E+18,1.60768E+12,2020-12-11 10:19:15,100,,"@LaTribune @Anne_Hidalgo @FMedina_PCML #ForumZeroCarbone : ""La signature des #AccordsDeParis a été un élément crucial dans la lutte contre le réchauffement climatique et nous sommes fiers d'avoir répondu présent à l'appel."" @SadiqKhan  https://t.co/XPUDhXeTLT",fr,"['forumzerocarbone', 'accordsdeparis']",[],278011715,278011715,LaTribuneEvents,La Tribune Events ??,5,10,https://twitter.com/LaTribuneEvents/status/1337326067078590465,[],['https://pbs.twimg.com/media/Eo8i7ZxXIAY-fk9.jpg'],1,https://pbs.twimg.com/media/Eo8i7ZxXIAY-fk9.jpg,FALSE,1,1,1,,ForumZeroCarbone,,,,,,,"[{'screen_name': 'LaTribune', 'name': 'La Tribune', 'id': '137253079'}, {'screen_name': 'Anne_Hidalgo', 'name': 'Anne Hidalgo', 'id': '26073581'}, {'screen_name': 'FMedina_PCML', 'name': 'Fernando Medina', 'id': '2994469282'}]",,,,,0,[1337326490501967877]
294,294,1.33733E+18,1.33733E+18,1.60768E+12,2020-12-11 10:18:03,100,,"#ForumZeroCarbone ??@fvccre, Sec. General of @CCRECEMR :  ""Cities are at the forefront of the movement for political commitment to climate action. #localgov must be included in national recovery plans from the outset to ensure that the financial support reaches them!""  https://t.co/09wq1n8bI7",en,"['forumzerocarbone', 'localgov']",[],271365891,271365891,uclg_org,United Cities,5,10,https://twitter.com/uclg_org/status/1337325764010790917,[],"['https://pbs.twimg.com/media/Eo8ilrvW4AABl2T.png', 'https://pbs.twimg.com/media/Eo8ioaEWMAA9Z61.jpg', 'https://pbs.twimg.com/media/Eo8ioaOW4AEUv-y.jpg']",1,https://pbs.twimg.com/media/Eo8ilrvW4AABl2T.png,FALSE,5,0,7,,ForumZeroCarbone,,,,,,,[],,,,,0,"[1337356236120055808, 1337346088462905344, 1337337819115745287, 1337335099273211904, 1337333726494281730, 1337327783450701831, 1337327410908377089]"
295,295,1.33733E+18,1.33733E+18,1.60768E+12,2020-12-11 10:17:43,100,,"?? This morning Andy joins @Paris mayor @Anne_Hidalgo and city leaders from around the world at #ForumZeroCarbone, marking the 5th anniversary of the Paris climate accords.  ?? Yesterday he was one of 38 leaders around the UK to sign up up to the @UK100_ #NetZero pledge.  ??",en,"['forumzerocarbone', 'netzero']",[],3334855288,3334855288,MayorofGM,Mayor Andy Burnham,5,10,https://twitter.com/MayorofGM/status/1337325681689174016,[],[],0,,FALSE,25,2,4,https://twitter.com/UK100_/status/1337023611484430337,ForumZeroCarbone,,,,,,,[],,,,,0,"[1337351281803993089, 1337336765066186753, 1337333996506787840, 1337326953733509121]"
296,296,1.33732E+18,1.3373E+18,1.60768E+12,2020-12-11 10:15:00,100,,"@LaTribune @Anne_Hidalgo @FMedina_PCML #ForumZeroCarbone ""Nous achevons la fermeture de nos centrales thermiques à #Stockholm, un grand nombre de nos concitoyens se déplacent à vélo et nous sommes associés à d'autres villes pour nourrir nos idées d'#innovation."" @gialuhr  https://t.co/6keRgj4Z5v",fr,"['forumzerocarbone', 'stockholm', 'innovation']",[],278011715,278011715,LaTribuneEvents,La Tribune Events ??,5,10,https://twitter.com/LaTribuneEvents/status/1337324998739038213,[],['https://pbs.twimg.com/media/Eo8g7UuXEAIsrHC.jpg'],1,https://pbs.twimg.com/media/Eo8g7UuXEAIsrHC.jpg,FALSE,0,1,0,,ForumZeroCarbone,,,,,,,"[{'screen_name': 'LaTribune', 'name': 'La Tribune', 'id': '137253079'}, {'screen_name': 'Anne_Hidalgo', 'name': 'Anne Hidalgo', 'id': '26073581'}, {'screen_name': 'FMedina_PCML', 'name': 'Fernando Medina', 'id': '2994469282'}]",,,,,0,[]
